Question,Location Name,Answer,Count
Source of Income,Ngorongoro,Pension,156.217280
Source of Income,Ngorongoro,Formal wage,127.443020
Source of Income,Ngorongoro,Own business,142.748590
Source of Income,Ngorongoro,Home maker,448.933940
Source of Income,Ngorongoro,None,26.016650
Source of Income,Ngorongoro,Casual wage,73.668350
Source of Income,Ngorongoro,Transfers,22.299990
Source of Income,Uvinza,Farming,4356.990640
Source of Income,Uvinza,Pension,17.052100
Source of Income,Uvinza,Formal wage,68.998720
Source of Income,Uvinza,Own business,344.741160
Source of Income,Uvinza,Home maker,3.031480
Source of Income,Uvinza,None,73.464450
Source of Income,Uvinza,Casual wage,246.680380
Source of Income,Uvinza,Transfers,9.629400
Source of Income,Ikungi,Farming,7847.016760
Source of Income,Ikungi,Pension,78.327430
Source of Income,Ikungi,Formal wage,71.826540
Source of Income,Ikungi,Own business,378.893090
Source of Income,Ikungi,Home maker,13.271420
Source of Income,Ikungi,None,213.351330
Source of Income,Ikungi,Casual wage,212.871680
Source of Income,Ikungi,Transfers,95.708240
Source of Income,Kilindi,Farming,7770.361770
Source of Income,Kilindi,Pension,0.0
Source of Income,Kilindi,Formal wage,129.136740
Source of Income,Kilindi,Own business,317.075250
Source of Income,Kilindi,Home maker,0.0
Source of Income,Kilindi,None,206.525000
Source of Income,Kilindi,Casual wage,229.346740
Source of Income,Kilindi,Transfers,43.482320
Source of Income,Mbozi,Farming,4289.227550
Source of Income,Mbozi,Pension,0.0
Source of Income,Mbozi,Formal wage,119.253480
Source of Income,Mbozi,Own business,345.638480
Source of Income,Mbozi,Home maker,68.994360
Source of Income,Mbozi,None,0.0
Source of Income,Mbozi,Casual wage,174.330250
Source of Income,Mbozi,Transfers,38.911940
Source of Income,Bahi,Farming,6234.151050
Source of Income,Bahi,Pension,224.878070
Source of Income,Bahi,Formal wage,69.024630
Source of Income,Bahi,Own business,408.459160
Source of Income,Bahi,Home maker,16.598520
Source of Income,Bahi,None,121.296930
Source of Income,Bahi,Casual wage,163.950220
Source of Income,Bahi,Transfers,6.224440
Source of Income,Nkasi,Farming,4909.621590
Source of Income,Nkasi,Pension,0.0
Source of Income,Nkasi,Formal wage,91.885110
Source of Income,Nkasi,Own business,555.843840
Source of Income,Nkasi,Home maker,78.560910
Source of Income,Nkasi,None,47.006580
Source of Income,Nkasi,Casual wage,305.776740
Source of Income,Nkasi,Transfers,0.0
Source of Income,Mtwara Urban,Farming,948.118720
Source of Income,Mtwara Urban,Pension,108.889760
Source of Income,Mtwara Urban,Formal wage,924.847980
Source of Income,Mtwara Urban,Own business,2113.885680
Source of Income,Mtwara Urban,Home maker,54.920490
Source of Income,Mtwara Urban,None,87.864710
Source of Income,Mtwara Urban,Casual wage,925.917380
Source of Income,Mtwara Urban,Transfers,209.399160
Source of Income,Kilolo,Farming,5043.248250
Source of Income,Kilolo,Pension,0.0
Source of Income,Kilolo,Formal wage,54.342930
Source of Income,Kilolo,Own business,381.816220
Source of Income,Kilolo,Home maker,95.150160
Source of Income,Kilolo,None,5.017650
Source of Income,Kilolo,Casual wage,151.843620
Source of Income,Kilolo,Transfers,30.607650
Source of Income,Monduli,Farming,4931.882830
Source of Income,Monduli,Pension,30.925720
Source of Income,Monduli,Formal wage,262.516180
Source of Income,Monduli,Own business,921.095400
Source of Income,Monduli,Home maker,36.792120
Source of Income,Monduli,None,92.743260
Source of Income,Monduli,Casual wage,198.479450
Source of Income,Monduli,Transfers,47.236330
Source of Income,Misungwi,Farming,8319.903110
Source of Income,Misungwi,Pension,0.0
Source of Income,Misungwi,Formal wage,230.580560
Source of Income,Misungwi,Own business,522.317910
Source of Income,Misungwi,Home maker,0.0
Source of Income,Misungwi,None,20.901580
Source of Income,Misungwi,Casual wage,288.958790
Source of Income,Misungwi,Transfers,122.876150
Source of Income,Nyamagana,Farming,1148.079320
Source of Income,Nyamagana,Pension,93.668680
Source of Income,Nyamagana,Formal wage,698.654840
Source of Income,Nyamagana,Own business,4704.315060
Source of Income,Nyamagana,Home maker,177.796490
Source of Income,Nyamagana,None,226.507240
Source of Income,Nyamagana,Casual wage,1744.490190
Source of Income,Nyamagana,Transfers,171.774020
Source of Income,Sumbawanga Rural,Farming,5457.950030
Source of Income,Sumbawanga Rural,Pension,0.0
Source of Income,Sumbawanga Rural,Formal wage,89.777590
Source of Income,Sumbawanga Rural,Own business,154.930890
Source of Income,Sumbawanga Rural,Home maker,39.139960
Source of Income,Sumbawanga Rural,None,102.660770
Source of Income,Sumbawanga Rural,Casual wage,220.363000
Source of Income,Sumbawanga Rural,Transfers,20.708330
Source of Income,Moshi Municipal,Farming,580.715480
Source of Income,Moshi Municipal,Pension,143.190400
Source of Income,Moshi Municipal,Formal wage,1462.054200
Source of Income,Moshi Municipal,Own business,3133.624090
Source of Income,Moshi Municipal,Home maker,48.919440
Source of Income,Moshi Municipal,None,55.804480
Source of Income,Moshi Municipal,Casual wage,679.779980
Source of Income,Moshi Municipal,Transfers,204.527890
Source of Income,Mafia,Farming,2775.833500
Source of Income,Mafia,Pension,97.643600
Source of Income,Mafia,Formal wage,130.879720
Source of Income,Mafia,Own business,1195.255030
Source of Income,Mafia,Home maker,137.706800
Source of Income,Mafia,None,57.957950
Source of Income,Mafia,Casual wage,508.846300
Source of Income,Mafia,Transfers,121.675150
Source of Income,Kasulu,Farming,5053.158140
Source of Income,Kasulu,Pension,0.0
Source of Income,Kasulu,Formal wage,137.616240
Source of Income,Kasulu,Own business,151.037490
Source of Income,Kasulu,Home maker,34.955580
Source of Income,Kasulu,None,59.957210
Source of Income,Kasulu,Casual wage,350.641340
Source of Income,Kasulu,Transfers,23.366040
Source of Income,Mafinga Township Authority,Farming,1867.347940
Source of Income,Mafinga Township Authority,Pension,30.983090
Source of Income,Mafinga Township Authority,Formal wage,445.055400
Source of Income,Mafinga Township Authority,Own business,2285.017620
Source of Income,Mafinga Township Authority,Home maker,5.918750
Source of Income,Mafinga Township Authority,None,63.440810
Source of Income,Mafinga Township Authority,Casual wage,512.734420
Source of Income,Mafinga Township Authority,Transfers,140.057000
Source of Income,Meru,Farming,3693.400450
Source of Income,Meru,Pension,11.950000
Source of Income,Meru,Formal wage,347.631130
Source of Income,Meru,Own business,1064.937210
Source of Income,Meru,Home maker,364.898040
Source of Income,Meru,None,0.0
Source of Income,Meru,Casual wage,702.906520
Source of Income,Meru,Transfers,46.035940
Source of Income,Pangani,Farming,4300.467180
Source of Income,Pangani,Pension,125.932160
Source of Income,Pangani,Formal wage,308.017060
Source of Income,Pangani,Own business,1840.954900
Source of Income,Pangani,Home maker,81.153540
Source of Income,Pangani,None,25.719300
Source of Income,Pangani,Casual wage,672.807910
Source of Income,Pangani,Transfers,60.776580
Source of Income,Tabora Urban,Farming,2212.335610
Source of Income,Tabora Urban,Pension,132.459710
Source of Income,Tabora Urban,Formal wage,314.702690
Source of Income,Tabora Urban,Own business,1489.272920
Source of Income,Tabora Urban,Home maker,83.830590
Source of Income,Tabora Urban,None,0.0
Source of Income,Tabora Urban,Casual wage,392.925980
Source of Income,Tabora Urban,Transfers,141.721820
Source of Income,Njombe Rural,Farming,5247.512460
Source of Income,Njombe Rural,Pension,0.0
Source of Income,Njombe Rural,Formal wage,115.368410
Source of Income,Njombe Rural,Own business,320.584460
Source of Income,Njombe Rural,Home maker,64.331040
Source of Income,Njombe Rural,None,0.0
Source of Income,Njombe Rural,Casual wage,147.931590
Source of Income,Njombe Rural,Transfers,0.0
Source of Income,Kisarawe,Farming,4373.915210
Source of Income,Kisarawe,Pension,49.397820
Source of Income,Kisarawe,Formal wage,269.214020
Source of Income,Kisarawe,Own business,984.843180
Source of Income,Kisarawe,Home maker,152.875460
Source of Income,Kisarawe,None,414.552310
Source of Income,Kisarawe,Casual wage,444.356110
Source of Income,Kisarawe,Transfers,203.374850
Source of Income,Kyerwa,Farming,4417.052730
Source of Income,Kyerwa,Pension,51.320940
Source of Income,Kyerwa,Formal wage,103.138020
Source of Income,Kyerwa,Own business,292.614920
Source of Income,Kyerwa,Home maker,97.687140
Source of Income,Kyerwa,None,0.0
Source of Income,Kyerwa,Casual wage,113.806610
Source of Income,Kyerwa,Transfers,10.816520
Source of Income,Same,Farming,6551.778820
Source of Income,Same,Pension,0.0
Source of Income,Same,Formal wage,194.049740
Source of Income,Same,Own business,925.683560
Source of Income,Same,Home maker,0.0
Source of Income,Same,None,132.269460
Source of Income,Same,Casual wage,599.696200
Source of Income,Same,Transfers,119.256860
Source of Income,Mufindi,Farming,4421.463800
Source of Income,Mufindi,Pension,0.0
Source of Income,Mufindi,Formal wage,329.245830
Source of Income,Mufindi,Own business,362.889470
Source of Income,Mufindi,Home maker,95.048130
Source of Income,Mufindi,None,119.651710
Source of Income,Mufindi,Casual wage,259.809860
Source of Income,Mufindi,Transfers,82.994550
Source of Income,Tunduma,Farming,1024.021310
Source of Income,Tunduma,Pension,28.766230
Source of Income,Tunduma,Formal wage,99.333440
Source of Income,Tunduma,Own business,1862.610540
Source of Income,Tunduma,Home maker,56.473490
Source of Income,Tunduma,None,73.261460
Source of Income,Tunduma,Casual wage,310.288710
Source of Income,Tunduma,Transfers,71.338810
Source of Income,Handeni Township Authority,Farming,6467.557760
Source of Income,Handeni Township Authority,Pension,19.061800
Source of Income,Handeni Township Authority,Formal wage,128.955010
Source of Income,Handeni Township Authority,Own business,775.185500
Source of Income,Handeni Township Authority,Home maker,57.642900
Source of Income,Handeni Township Authority,None,399.791820
Source of Income,Handeni Township Authority,Casual wage,504.916420
Source of Income,Handeni Township Authority,Transfers,22.605040
Source of Income,Rorya,Farming,6846.559930
Source of Income,Rorya,Pension,123.073230
Source of Income,Rorya,Formal wage,125.899450
Source of Income,Rorya,Own business,732.920870
Source of Income,Rorya,Home maker,262.667220
Source of Income,Rorya,None,16.350580
Source of Income,Rorya,Casual wage,801.554400
Source of Income,Rorya,Transfers,64.715290
Source of Income,Kwimba,Farming,10713.400910
Source of Income,Kwimba,Pension,0.0
Source of Income,Kwimba,Formal wage,125.209630
Source of Income,Kwimba,Own business,118.272130
Source of Income,Kwimba,Home maker,31.218750
Source of Income,Kwimba,None,64.102500
Source of Income,Kwimba,Casual wage,464.077440
Source of Income,Kwimba,Transfers,6.243750
Source of Income,Kakonko,Farming,4191.769870
Source of Income,Kakonko,Pension,120.883540
Source of Income,Kakonko,Formal wage,78.529500
Source of Income,Kakonko,Own business,192.269080
Source of Income,Kakonko,Home maker,69.024180
Source of Income,Kakonko,None,3.897620
Source of Income,Kakonko,Casual wage,227.279620
Source of Income,Kakonko,Transfers,39.625800
Source of Income,Ukerewe,Farming,7036.707150
Source of Income,Ukerewe,Pension,317.426790
Source of Income,Ukerewe,Formal wage,183.085280
Source of Income,Ukerewe,Own business,1147.958580
Source of Income,Ukerewe,Home maker,74.216580
Source of Income,Ukerewe,None,13.374720
Source of Income,Ukerewe,Casual wage,1089.141030
Source of Income,Ukerewe,Transfers,155.747830
Source of Income,Arusha,Farming,5297.270530
Source of Income,Arusha,Pension,59.306280
Source of Income,Arusha,Formal wage,420.288600
Source of Income,Arusha,Own business,1218.859830
Source of Income,Arusha,Home maker,170.689920
Source of Income,Arusha,None,160.562400
Source of Income,Arusha,Casual wage,744.019930
Source of Income,Arusha,Transfers,49.268780
Source of Income,Longido,Farming,6702.798590
Source of Income,Longido,Pension,35.629640
Source of Income,Longido,Formal wage,157.304080
Source of Income,Longido,Own business,844.264870
Source of Income,Longido,Home maker,63.537640
Source of Income,Longido,None,145.793780
Source of Income,Longido,Casual wage,524.455620
Source of Income,Longido,Transfers,21.993800
Source of Income,Kahama,Farming,7869.591440
Source of Income,Kahama,Pension,0.0
Source of Income,Kahama,Formal wage,67.859960
Source of Income,Kahama,Own business,318.426230
Source of Income,Kahama,Home maker,131.949930
Source of Income,Kahama,None,0.0
Source of Income,Kahama,Casual wage,476.589120
Source of Income,Kahama,Transfers,11.728880
Source of Income,Missenyi,Farming,3561.933360
Source of Income,Missenyi,Pension,20.553460
Source of Income,Missenyi,Formal wage,58.428990
Source of Income,Missenyi,Own business,375.038970
Source of Income,Missenyi,Home maker,73.177960
Source of Income,Missenyi,None,0.0
Source of Income,Missenyi,Casual wage,116.860610
Source of Income,Missenyi,Transfers,138.700450
Source of Income,Njombe Urban,Farming,4126.590310
Source of Income,Njombe Urban,Pension,0.0
Source of Income,Njombe Urban,Formal wage,194.385980
Source of Income,Njombe Urban,Own business,783.640260
Source of Income,Njombe Urban,Home maker,83.035980
Source of Income,Njombe Urban,None,25.213370
Source of Income,Njombe Urban,Casual wage,428.663000
Source of Income,Njombe Urban,Transfers,30.312830
Source of Income,Kasulu Township Authority,Farming,3580.615630
Source of Income,Kasulu Township Authority,Pension,35.244730
Source of Income,Kasulu Township Authority,Formal wage,110.467830
Source of Income,Kasulu Township Authority,Own business,428.250520
Source of Income,Kasulu Township Authority,Home maker,76.332600
Source of Income,Kasulu Township Authority,None,154.999180
Source of Income,Kasulu Township Authority,Casual wage,801.314010
Source of Income,Kasulu Township Authority,Transfers,55.632370
Source of Income,Hai,Farming,3504.283070
Source of Income,Hai,Pension,5.870830
Source of Income,Hai,Formal wage,318.906540
Source of Income,Hai,Own business,568.261400
Source of Income,Hai,Home maker,127.644970
Source of Income,Hai,None,20.644640
Source of Income,Hai,Casual wage,507.208580
Source of Income,Hai,Transfers,63.341630
Source of Income,Kaliua,Farming,5967.487200
Source of Income,Kaliua,Pension,0.0
Source of Income,Kaliua,Formal wage,41.647070
Source of Income,Kaliua,Own business,276.011530
Source of Income,Kaliua,Home maker,26.461840
Source of Income,Kaliua,None,20.951440
Source of Income,Kaliua,Casual wage,171.703720
Source of Income,Kaliua,Transfers,13.101750
Source of Income,Newala,Farming,4490.977470
Source of Income,Newala,Pension,33.999680
Source of Income,Newala,Formal wage,96.945080
Source of Income,Newala,Own business,275.001620
Source of Income,Newala,Home maker,165.465050
Source of Income,Newala,None,33.957920
Source of Income,Newala,Casual wage,87.653770
Source of Income,Newala,Transfers,22.486280
Source of Income,Simanjiro,Farming,4951.143930
Source of Income,Simanjiro,Pension,0.0
Source of Income,Simanjiro,Formal wage,137.371000
Source of Income,Simanjiro,Own business,1295.516730
Source of Income,Simanjiro,Home maker,890.827750
Source of Income,Simanjiro,None,44.186840
Source of Income,Simanjiro,Casual wage,762.952410
Source of Income,Simanjiro,Transfers,181.215280
Source of Income,Mkalama,Farming,8099.039550
Source of Income,Mkalama,Pension,29.323050
Source of Income,Mkalama,Formal wage,117.661750
Source of Income,Mkalama,Own business,454.826170
Source of Income,Mkalama,Home maker,45.679900
Source of Income,Mkalama,None,87.708510
Source of Income,Mkalama,Casual wage,246.290660
Source of Income,Mkalama,Transfers,0.0
Source of Income,Chato,Farming,4730.282840
Source of Income,Chato,Pension,13.152960
Source of Income,Chato,Formal wage,194.230150
Source of Income,Chato,Own business,505.235120
Source of Income,Chato,Home maker,0.0
Source of Income,Chato,None,64.717610
Source of Income,Chato,Casual wage,288.937500
Source of Income,Chato,Transfers,31.277370
Source of Income,Biharamulo,Farming,5527.473540
Source of Income,Biharamulo,Pension,8.942100
Source of Income,Biharamulo,Formal wage,167.433970
Source of Income,Biharamulo,Own business,191.442970
Source of Income,Biharamulo,Home maker,45.306720
Source of Income,Biharamulo,None,55.453450
Source of Income,Biharamulo,Casual wage,289.566550
Source of Income,Biharamulo,Transfers,15.657440
Source of Income,Muleba,Farming,3578.727600
Source of Income,Muleba,Pension,13.268960
Source of Income,Muleba,Formal wage,189.763320
Source of Income,Muleba,Own business,652.012130
Source of Income,Muleba,Home maker,37.595430
Source of Income,Muleba,None,14.378130
Source of Income,Muleba,Casual wage,719.683420
Source of Income,Muleba,Transfers,71.320710
Source of Income,Mpanda Rural,Farming,6462.992290
Source of Income,Mpanda Rural,Pension,0.0
Source of Income,Mpanda Rural,Formal wage,38.534820
Source of Income,Mpanda Rural,Own business,349.831520
Source of Income,Mpanda Rural,Home maker,46.194730
Source of Income,Mpanda Rural,None,35.970620
Source of Income,Mpanda Rural,Casual wage,18.469140
Source of Income,Mpanda Rural,Transfers,20.174360
Source of Income,Nyasa,Farming,5772.999900
Source of Income,Nyasa,Pension,82.390540
Source of Income,Nyasa,Formal wage,119.875000
Source of Income,Nyasa,Own business,373.365680
Source of Income,Nyasa,Home maker,151.536400
Source of Income,Nyasa,None,179.246300
Source of Income,Nyasa,Casual wage,142.607510
Source of Income,Nyasa,Transfers,0.0
Source of Income,Tarime,Farming,5680.375530
Source of Income,Tarime,Pension,0.0
Source of Income,Tarime,Formal wage,325.135590
Source of Income,Tarime,Own business,2001.601620
Source of Income,Tarime,Home maker,11.214820
Source of Income,Tarime,None,51.816050
Source of Income,Tarime,Casual wage,767.306810
Source of Income,Tarime,Transfers,82.962130
Source of Income,Ileje,Farming,4671.709680
Source of Income,Ileje,Pension,16.630770
Source of Income,Ileje,Formal wage,145.321210
Source of Income,Ileje,Own business,429.127070
Source of Income,Ileje,Home maker,44.113560
Source of Income,Ileje,None,58.495700
Source of Income,Ileje,Casual wage,88.445420
Source of Income,Ileje,Transfers,38.893130
Source of Income,Sumbawanga Urban,Farming,2940.182500
Source of Income,Sumbawanga Urban,Pension,54.989450
Source of Income,Sumbawanga Urban,Formal wage,500.574390
Source of Income,Sumbawanga Urban,Own business,1217.376850
Source of Income,Sumbawanga Urban,Home maker,35.306380
Source of Income,Sumbawanga Urban,None,75.896020
Source of Income,Sumbawanga Urban,Casual wage,645.475620
Source of Income,Sumbawanga Urban,Transfers,88.933430
Source of Income,Kibondo,Farming,4359.347390
Source of Income,Kibondo,Pension,0.0
Source of Income,Kibondo,Formal wage,102.382000
Source of Income,Kibondo,Own business,317.516430
Source of Income,Kibondo,Home maker,28.561550
Source of Income,Kibondo,None,153.172270
Source of Income,Kibondo,Casual wage,213.027310
Source of Income,Kibondo,Transfers,9.216660
Source of Income,Ruangwa,Farming,4430.541810
Source of Income,Ruangwa,Pension,13.352400
Source of Income,Ruangwa,Formal wage,116.131450
Source of Income,Ruangwa,Own business,295.119990
Source of Income,Ruangwa,Home maker,7.189740
Source of Income,Ruangwa,None,0.0
Source of Income,Ruangwa,Casual wage,123.003860
Source of Income,Ruangwa,Transfers,7.788890
Source of Income,Musoma,Farming,8561.463060
Source of Income,Musoma,Pension,81.726470
Source of Income,Musoma,Formal wage,173.762130
Source of Income,Musoma,Own business,733.400840
Source of Income,Musoma,Home maker,122.424940
Source of Income,Musoma,None,0.0
Source of Income,Musoma,Casual wage,331.407310
Source of Income,Musoma,Transfers,13.438100
Source of Income,Tunduru,Farming,4820.341250
Source of Income,Tunduru,Pension,65.537760
Source of Income,Tunduru,Formal wage,187.479970
Source of Income,Tunduru,Own business,196.156260
Source of Income,Tunduru,Home maker,0.0
Source of Income,Tunduru,None,161.605330
Source of Income,Tunduru,Casual wage,235.486250
Source of Income,Tunduru,Transfers,10.298040
Source of Income,Mkinga,Farming,5397.132450
Source of Income,Mkinga,Pension,151.194450
Source of Income,Mkinga,Formal wage,124.508400
Source of Income,Mkinga,Own business,1050.206710
Source of Income,Mkinga,Home maker,322.817720
Source of Income,Mkinga,None,0.0
Source of Income,Mkinga,Casual wage,472.472380
Source of Income,Mkinga,Transfers,175.806210
Source of Income,Dodoma Urban,Farming,2762.738490
Source of Income,Dodoma Urban,Pension,114.634940
Source of Income,Dodoma Urban,Formal wage,355.062700
Source of Income,Dodoma Urban,Own business,1889.853780
Source of Income,Dodoma Urban,Home maker,65.417320
Source of Income,Dodoma Urban,None,244.351520
Source of Income,Dodoma Urban,Casual wage,834.585770
Source of Income,Dodoma Urban,Transfers,169.633730
Source of Income,Kibaha,Farming,3996.611920
Source of Income,Kibaha,Pension,61.914450
Source of Income,Kibaha,Formal wage,178.934330
Source of Income,Kibaha,Own business,1076.590120
Source of Income,Kibaha,Home maker,29.099190
Source of Income,Kibaha,None,84.927330
Source of Income,Kibaha,Casual wage,504.331460
Source of Income,Kibaha,Transfers,73.576010
Source of Income,Urambo,Farming,4814.175940
Source of Income,Urambo,Pension,4.541030
Source of Income,Urambo,Formal wage,142.701800
Source of Income,Urambo,Own business,417.280440
Source of Income,Urambo,Home maker,45.504820
Source of Income,Urambo,None,66.658450
Source of Income,Urambo,Casual wage,173.158890
Source of Income,Urambo,Transfers,34.595450
Source of Income,Ulanga,Farming,5398.489550
Source of Income,Ulanga,Pension,0.0
Source of Income,Ulanga,Formal wage,171.244700
Source of Income,Ulanga,Own business,321.414010
Source of Income,Ulanga,Home maker,0.0
Source of Income,Ulanga,None,60.200780
Source of Income,Ulanga,Casual wage,159.477100
Source of Income,Ulanga,Transfers,13.888880
Source of Income,Gairo,Farming,7268.452420
Source of Income,Gairo,Pension,0.0
Source of Income,Gairo,Formal wage,57.614170
Source of Income,Gairo,Own business,435.251470
Source of Income,Gairo,Home maker,56.930410
Source of Income,Gairo,None,5.731250
Source of Income,Gairo,Casual wage,107.529150
Source of Income,Gairo,Transfers,11.462500
Source of Income,Singida Urban,Farming,4025.009450
Source of Income,Singida Urban,Pension,214.802130
Source of Income,Singida Urban,Formal wage,259.804860
Source of Income,Singida Urban,Own business,1901.730710
Source of Income,Singida Urban,Home maker,98.473910
Source of Income,Singida Urban,None,27.460800
Source of Income,Singida Urban,Casual wage,836.982630
Source of Income,Singida Urban,Transfers,70.744130
Source of Income,Songea Rural,Farming,5327.046780
Source of Income,Songea Rural,Pension,27.796960
Source of Income,Songea Rural,Formal wage,152.999190
Source of Income,Songea Rural,Own business,323.894860
Source of Income,Songea Rural,Home maker,0.0
Source of Income,Songea Rural,None,0.0
Source of Income,Songea Rural,Casual wage,157.838800
Source of Income,Songea Rural,Transfers,54.160970
Source of Income,Morogoro,Farming,4992.843350
Source of Income,Morogoro,Pension,0.0
Source of Income,Morogoro,Formal wage,74.831420
Source of Income,Morogoro,Own business,135.917450
Source of Income,Morogoro,Home maker,53.211740
