Question,Location Name,Answer,Count
Ability in English,MPIGI,Not Competent,69267.910600
Ability in English,MUBENDE,Competent,62525.186800
Ability in English,MUBENDE,Not Competent,199622.060600
Ability in English,MUKONO,Competent,93378.844700
Ability in English,MUKONO,Not Competent,157278.026100
Ability in English,NAKAPIRIPIRIT,Competent,6138.594400
Ability in English,NAKAPIRIPIRIT,Not Competent,36833.208210
Ability in English,NAKASEKE,Competent,20666.479510
Ability in English,NAKASEKE,Not Competent,52078.875080
Ability in English,NAKASONGOLA,Competent,21027.712830
Ability in English,NAKASONGOLA,Not Competent,46093.111100
Ability in English,NAMUTUMBA,Competent,12138.545530
Ability in English,NAMUTUMBA,Not Competent,77638.141650
Ability in English,NAPAK,Competent,3597.424270
Ability in English,NAPAK,Not Competent,35386.698590
Ability in English,NEBBI,Competent,26817.230400
Ability in English,NEBBI,Not Competent,127305.416700
Ability in English,NGORA,Competent,11601.546650
Ability in English,NGORA,Not Competent,40892.494990
Ability in English,NTOROKO,Competent,6365.639630
Ability in English,NTOROKO,Not Competent,17532.851150
Ability in English,NTUNGAMO,Competent,59169.426300
Ability in English,NTUNGAMO,Not Competent,109183.030800
Ability in English,NWOYA,Competent,7821.698190
Ability in English,NWOYA,Not Competent,47627.851810
Ability in English,OTUKE,Competent,6063.902130
Ability in English,OTUKE,Not Competent,31263.938180
Ability in English,OYAM,Competent,17798.973700
Ability in English,OYAM,Not Competent,126926.248300
Ability in English,PADER,Competent,12201.337330
Ability in English,PADER,Not Competent,60196.835340
Ability in English,PALLISA,Competent,24216.398600
Ability in English,PALLISA,Not Competent,121760.158500
Ability in English,RAKAI,Competent,50074.910500
Ability in English,RAKAI,Not Competent,132241.084800
Ability in English,RUKUNGIRI,Competent,37107.506800
Ability in English,RUKUNGIRI,Not Competent,71110.438000
Ability in English,SERERE,Competent,14630.882560
Ability in English,SERERE,Not Competent,80824.003350
Ability in English,SIRONKO,Competent,16784.500480
Ability in English,SIRONKO,Not Competent,70631.625780
Ability in English,SOROTI,Competent,27118.360550
Ability in English,SOROTI,Not Competent,80504.531120
Ability in English,Sheema,Competent,171229.698700
Ability in English,Sheema,Not Competent,389798.983700
Ability in English,TORORO,Competent,35366.823600
Ability in English,TORORO,Not Competent,152241.060500
Ability in English,WAKISO,Competent,402456.507100
Ability in English,WAKISO,Not Competent,390076.333200
Ability in English,YUMBE,Competent,21818.902800
Ability in English,YUMBE,Not Competent,98597.156800
Ability in English,ZOMBO,Competent,13832.873920
Ability in English,ZOMBO,Not Competent,81660.530920
Ability in Mathematics,ABIM,Competent,2083.067410
Ability in Mathematics,ABIM,Not Competent,22676.538700
Ability in Mathematics,ADJUMANI,Competent,2996.197220
Ability in Mathematics,ADJUMANI,Not Competent,50336.474750
Ability in Mathematics,AGAGO,Competent,4321.786770
Ability in Mathematics,AGAGO,Not Competent,45735.089960
Ability in Mathematics,ALEBTONG,Competent,4553.897060
Ability in Mathematics,ALEBTONG,Not Competent,54319.034180
Ability in Mathematics,AMOLATAR,Competent,3323.832830
Ability in Mathematics,AMOLATAR,Not Competent,36807.911840
Ability in Mathematics,AMUDAT,Competent,944.149300
Ability in Mathematics,AMUDAT,Not Competent,21439.139750
Ability in Mathematics,AMURIA,Competent,5631.944410
Ability in Mathematics,AMURIA,Not Competent,57206.868820
Ability in Mathematics,AMURU,Competent,3256.492250
Ability in Mathematics,AMURU,Not Competent,51273.128390
Ability in Mathematics,APAC,Competent,5228.296400
Ability in Mathematics,APAC,Not Competent,82126.572100
Ability in Mathematics,ARUA,Competent,12737.291700
Ability in Mathematics,ARUA,Not Competent,182942.851200
Ability in Mathematics,BUDAKA,Competent,5440.001790
Ability in Mathematics,BUDAKA,Not Competent,53492.080360
Ability in Mathematics,BUDUDA,Competent,4485.442200
Ability in Mathematics,BUDUDA,Not Competent,44832.249570
Ability in Mathematics,BUGIRI,Competent,6332.770500
Ability in Mathematics,BUGIRI,Not Competent,100724.773700
Ability in Mathematics,BUIKWE,Competent,18373.488500
Ability in Mathematics,BUIKWE,Not Competent,108083.929100
Ability in Mathematics,BUKEDEA,Competent,3940.364010
Ability in Mathematics,BUKEDEA,Not Competent,48423.775820
Ability in Mathematics,BUKOMANSIMBI,Competent,4345.595920
Ability in Mathematics,BUKOMANSIMBI,Not Competent,38513.146070
Ability in Mathematics,BULAMBULI,Competent,2183.802620
Ability in Mathematics,BULAMBULI,Not Competent,40628.903840
Ability in Mathematics,BULIISA,Competent,1941.279770
Ability in Mathematics,BULIISA,Not Competent,23994.336060
Ability in Mathematics,BUNDIBUGYO,Competent,2698.057630
Ability in Mathematics,BUNDIBUGYO,Not Competent,46662.375290
Ability in Mathematics,BUSHENYI,Competent,4533.833250
Ability in Mathematics,BUSHENYI,Not Competent,36761.985300
Ability in Mathematics,BUSIA,Competent,5756.883400
Ability in Mathematics,BUSIA,Not Competent,74952.991400
Ability in Mathematics,BUTALEJA,Competent,3553.058710
Ability in Mathematics,BUTALEJA,Not Competent,56955.946240
Ability in Mathematics,BUTAMBALA,Competent,2476.005040
Ability in Mathematics,BUTAMBALA,Not Competent,24182.440470
Ability in Mathematics,BUVUMA,Competent,1602.083310
Ability in Mathematics,BUVUMA,Not Competent,19358.013500
Ability in Mathematics,BUYENDE,Competent,5350.571600
Ability in Mathematics,BUYENDE,Not Competent,77465.007400
Ability in Mathematics,DOKOLO,Competent,4367.404950
Ability in Mathematics,DOKOLO,Not Competent,37577.948420
Ability in Mathematics,GOMBA,Competent,3791.400080
Ability in Mathematics,GOMBA,Not Competent,37567.443020
Ability in Mathematics,GULU,Competent,10833.615100
Ability in Mathematics,GULU,Not Competent,94367.784200
Ability in Mathematics,HOIMA,Competent,12698.783100
Ability in Mathematics,HOIMA,Not Competent,123387.513200
Ability in Mathematics,IBANDA,Competent,6172.359140
Ability in Mathematics,IBANDA,Not Competent,45401.613770
Ability in Mathematics,IGANGA,Competent,10933.698400
Ability in Mathematics,IGANGA,Not Competent,112510.490300
Ability in Mathematics,ISINGIRO,Competent,12935.295300
Ability in Mathematics,ISINGIRO,Not Competent,102199.050300
Ability in Mathematics,JINJA,Competent,9065.128600
Ability in Mathematics,JINJA,Not Competent,85089.126900
Ability in Mathematics,KAABONG,Competent,1266.791080
Ability in Mathematics,KAABONG,Not Competent,42275.062560
Ability in Mathematics,KABALE,Competent,14209.825100
Ability in Mathematics,KABALE,Not Competent,98494.534100
Ability in Mathematics,KABAROLE,Competent,13776.543900
Ability in Mathematics,KABAROLE,Not Competent,111473.049500
Ability in Mathematics,KABERAMAIDO,Competent,6255.661310
Ability in Mathematics,KABERAMAIDO,Not Competent,48912.731160
Ability in Mathematics,KALANGALA,Competent,1055.660880
Ability in Mathematics,KALANGALA,Not Competent,10332.872530
Ability in Mathematics,KALIRO,Competent,3754.795740
Ability in Mathematics,KALIRO,Not Competent,51767.026170
Ability in Mathematics,KALUNGU,Competent,5793.995570
Ability in Mathematics,KALUNGU,Not Competent,44772.445580
Ability in Mathematics,KAMPALA,Competent,62710.087000
Ability in Mathematics,KAMPALA,Not Competent,331118.809100
Ability in Mathematics,KAMULI,Competent,8760.819700
Ability in Mathematics,KAMULI,Not Competent,116557.686100
Ability in Mathematics,KAMWENGE,Competent,11377.825300
Ability in Mathematics,KAMWENGE,Not Competent,98679.524200
Ability in Mathematics,KANUNGU,Competent,7966.063430
Ability in Mathematics,KANUNGU,Not Competent,55655.746360
Ability in Mathematics,KAPCHORWA,Competent,2564.639110
Ability in Mathematics,KAPCHORWA,Not Competent,25911.216340
Ability in Mathematics,KASESE,Competent,17897.221100
Ability in Mathematics,KASESE,Not Competent,188191.221800
Ability in Mathematics,KATAKWI,Competent,1859.037570
Ability in Mathematics,KATAKWI,Not Competent,38860.267430
Ability in Mathematics,KAYUNGA,Competent,12517.885900
Ability in Mathematics,KAYUNGA,Not Competent,91325.320500
Ability in Mathematics,KIBAALE,Competent,18369.128300
Ability in Mathematics,KIBAALE,Not Competent,204347.320300
Ability in Mathematics,KIBOGA,Competent,4509.069290
Ability in Mathematics,KIBOGA,Not Competent,32910.238150
Ability in Mathematics,KIBUKU,Competent,3092.801160
Ability in Mathematics,KIBUKU,Not Competent,48640.370950
Ability in Mathematics,KIRUHURA,Competent,9266.154000
Ability in Mathematics,KIRUHURA,Not Competent,72123.412300
Ability in Mathematics,KIRYANDONGO,Competent,5258.015600
Ability in Mathematics,KIRYANDONGO,Not Competent,70962.140310
Ability in Mathematics,KISORO,Competent,9734.632700
Ability in Mathematics,KISORO,Not Competent,58809.610400
Ability in Mathematics,KITGUM,Competent,6106.075310
Ability in Mathematics,KITGUM,Not Competent,47033.968020
Ability in Mathematics,KOBOKO,Competent,4536.214180
Ability in Mathematics,KOBOKO,Not Competent,39170.502660
Ability in Mathematics,KOLE,Competent,4309.319340
Ability in Mathematics,KOLE,Not Competent,54198.234220
Ability in Mathematics,KOTIDO,Competent,897.301180
Ability in Mathematics,KOTIDO,Not Competent,30772.937550
Ability in Mathematics,KUMI,Competent,5261.681220
Ability in Mathematics,KUMI,Not Competent,61801.175870
Ability in Mathematics,KWEEN,Competent,2328.857520
Ability in Mathematics,KWEEN,Not Competent,15663.034260
Ability in Mathematics,KYANKWANZI,Competent,4757.971080
Ability in Mathematics,KYANKWANZI,Not Competent,55756.439720
Ability in Mathematics,KYEGEGWA,Competent,5843.782170
Ability in Mathematics,KYEGEGWA,Not Competent,60104.235570
Ability in Mathematics,KYENJOJO,Competent,12762.909500
Ability in Mathematics,KYENJOJO,Not Competent,84567.871600
Ability in Mathematics,LAMWO,Competent,1783.705460
Ability in Mathematics,LAMWO,Not Competent,34263.971870
Ability in Mathematics,LIRA,Competent,7370.282800
Ability in Mathematics,LIRA,Not Competent,100450.777000
Ability in Mathematics,LUUKA,Competent,4815.339030
Ability in Mathematics,LUUKA,Not Competent,54564.630200
Ability in Mathematics,LWENGO,Competent,6649.725600
Ability in Mathematics,LWENGO,Not Competent,61891.935200
Ability in Mathematics,LYANTONDE,Competent,2405.254100
Ability in Mathematics,LYANTONDE,Not Competent,21562.317700
Ability in Mathematics,MANAFWA,Competent,9920.147700
Ability in Mathematics,MANAFWA,Not Competent,66794.697200
Ability in Mathematics,MARACHA,Competent,3045.927180
Ability in Mathematics,MARACHA,Not Competent,43064.130410
Ability in Mathematics,MASAKA,Competent,9281.514500
Ability in Mathematics,MASAKA,Not Competent,61180.703000
Ability in Mathematics,MASINDI,Competent,7700.903000
Ability in Mathematics,MASINDI,Not Competent,51164.485500
Ability in Mathematics,MAYUGE,Competent,13466.306200
Ability in Mathematics,MAYUGE,Not Competent,139193.431900
Ability in Mathematics,MBALE,Competent,15611.168200
Ability in Mathematics,MBALE,Not Competent,121211.606300
Ability in Mathematics,MBARARA,Competent,11933.284200
Ability in Mathematics,MBARARA,Not Competent,77948.803200
Ability in Mathematics,MITOOMA,Competent,7026.128320
Ability in Mathematics,MITOOMA,Not Competent,39788.065920
Ability in Mathematics,MITYANA,Competent,10915.704300
Ability in Mathematics,MITYANA,Not Competent,77326.668700
Ability in Mathematics,MOROTO,Competent,276.491470
Ability in Mathematics,MOROTO,Not Competent,30130.387080
Ability in Mathematics,MOYO,Competent,2352.695560
Ability in Mathematics,MOYO,Not Competent,28648.328970
Ability in Mathematics,MPIGI,Competent,8552.070300
Ability in Mathematics,MPIGI,Not Competent,53236.799700
Ability in Mathematics,MUBENDE,Competent,18677.468700
Ability in Mathematics,MUBENDE,Not Competent,169965.919000
Ability in Mathematics,MUKONO,Competent,14830.999700
Ability in Mathematics,MUKONO,Not Competent,129497.424900
Ability in Mathematics,NAKAPIRIPIRIT,Competent,1358.038320
Ability in Mathematics,NAKAPIRIPIRIT,Not Competent,31391.820530
Ability in Mathematics,NAKASEKE,Competent,5355.343510
Ability in Mathematics,NAKASEKE,Not Competent,46147.577040
Ability in Mathematics,NAKASONGOLA,Competent,4420.405220
Ability in Mathematics,NAKASONGOLA,Not Competent,29994.225000
Ability in Mathematics,NAMUTUMBA,Competent,5304.869490
Ability in Mathematics,NAMUTUMBA,Not Competent,58720.242940
Ability in Mathematics,NAPAK,Competent,325.448340
Ability in Mathematics,NAPAK,Not Competent,35501.878020
Ability in Mathematics,NEBBI,Competent,5855.318900
Ability in Mathematics,NEBBI,Not Competent,113289.124500
Ability in Mathematics,NGORA,Competent,3020.991290
Ability in Mathematics,NGORA,Not Competent,33222.285410
Ability in Mathematics,NTOROKO,Competent,954.294100
Ability in Mathematics,NTOROKO,Not Competent,14316.942790
Ability in Mathematics,NTUNGAMO,Competent,11929.448000
Ability in Mathematics,NTUNGAMO,Not Competent,96183.230700
Ability in Mathematics,NWOYA,Competent,3074.580370
Ability in Mathematics,NWOYA,Not Competent,37181.263640
Ability in Mathematics,OTUKE,Competent,2158.727390
Ability in Mathematics,OTUKE,Not Competent,24615.948640
Ability in Mathematics,OYAM,Competent,5465.949200
Ability in Mathematics,OYAM,Not Competent,101566.454600
Ability in Mathematics,PADER,Competent,4820.561680
Ability in Mathematics,PADER,Not Competent,45222.678980
Ability in Mathematics,PALLISA,Competent,10285.794300
Ability in Mathematics,PALLISA,Not Competent,96362.786900
Ability in Mathematics,RAKAI,Competent,11055.396400
Ability in Mathematics,RAKAI,Not Competent,110257.808000
Ability in Mathematics,RUKUNGIRI,Competent,8852.531800
Ability in Mathematics,RUKUNGIRI,Not Competent,56085.414500
Ability in Mathematics,SERERE,Competent,4804.792330
Ability in Mathematics,SERERE,Not Competent,64793.100660
Ability in Mathematics,SIRONKO,Competent,8774.204280
Ability in Mathematics,SIRONKO,Not Competent,55296.114720
Ability in Mathematics,SOROTI,Competent,6696.617420
Ability in Mathematics,SOROTI,Not Competent,61776.916450
Ability in Mathematics,Sheema,Competent,33674.045030
Ability in Mathematics,Sheema,Not Competent,319311.658760
Ability in Mathematics,TORORO,Competent,9717.713400
Ability in Mathematics,TORORO,Not Competent,123110.299800
Ability in Mathematics,WAKISO,Competent,47269.649100
Ability in Mathematics,WAKISO,Not Competent,375754.001200
Ability in Mathematics,YUMBE,Competent,7759.263300
Ability in Mathematics,YUMBE,Not Competent,76377.837500
Ability in Mathematics,ZOMBO,Competent,5346.467400
Ability in Mathematics,ZOMBO,Not Competent,59968.617780
House Wall Material,ABIM,Iron sheet,1587.729240
House Wall Material,ABIM,Mud,45002.039620
House Wall Material,ABIM,Polythene,64.200000
House Wall Material,ABIM,Stone/Bricks,10138.166860
House Wall Material,ABIM,Timber,0.0
House Wall Material,ADJUMANI,Iron sheet,557.733980
House Wall Material,ADJUMANI,Mud,46783.612400
House Wall Material,ADJUMANI,Polythene,0.0
House Wall Material,ADJUMANI,Stone/Bricks,91178.443230
House Wall Material,ADJUMANI,Timber,0.0
House Wall Material,AGAGO,Iron sheet,675.179350
House Wall Material,AGAGO,Mud,93073.359910
House Wall Material,AGAGO,Polythene,0.0
House Wall Material,AGAGO,Stone/Bricks,56420.539690
House Wall Material,AGAGO,Timber,0.0
House Wall Material,ALEBTONG,Iron sheet,6982.840640
House Wall Material,ALEBTONG,Mud,122774.058640
House Wall Material,ALEBTONG,Polythene,0.0
House Wall Material,ALEBTONG,Stone/Bricks,14109.306090
House Wall Material,ALEBTONG,Timber,0.0
House Wall Material,AMOLATAR,Iron sheet,4455.926860
House Wall Material,AMOLATAR,Mud,76538.952420
House Wall Material,AMOLATAR,Polythene,0.0
House Wall Material,AMOLATAR,Stone/Bricks,9819.152040
House Wall Material,AMOLATAR,Timber,54.676470
House Wall Material,AMUDAT,Iron sheet,429.270790
House Wall Material,AMUDAT,Mud,53278.937780
House Wall Material,AMUDAT,Polythene,0.0
House Wall Material,AMUDAT,Stone/Bricks,767.901560
House Wall Material,AMUDAT,Timber,0.0
House Wall Material,AMURIA,Iron sheet,3222.333860
House Wall Material,AMURIA,Mud,117574.133280
House Wall Material,AMURIA,Polythene,0.0
House Wall Material,AMURIA,Stone/Bricks,39510.366560
House Wall Material,AMURIA,Timber,1803.211460
House Wall Material,AMURU,Iron sheet,74.452940
House Wall Material,AMURU,Mud,64618.184510
House Wall Material,AMURU,Polythene,0.0
House Wall Material,AMURU,Stone/Bricks,67400.343200
House Wall Material,AMURU,Timber,607.869080
House Wall Material,APAC,Iron sheet,13360.904100
House Wall Material,APAC,Mud,169660.344500
House Wall Material,APAC,Polythene,166.511600
House Wall Material,APAC,Stone/Bricks,44689.888800
House Wall Material,APAC,Timber,177.612300
House Wall Material,ARUA,Iron sheet,20801.590000
House Wall Material,ARUA,Mud,154806.683600
House Wall Material,ARUA,Polythene,0.0
House Wall Material,ARUA,Stone/Bricks,289748.202800
House Wall Material,ARUA,Timber,1477.896700
House Wall Material,BUDAKA,Iron sheet,23027.490080
House Wall Material,BUDAKA,Mud,17247.902580
House Wall Material,BUDAKA,Polythene,477.525650
House Wall Material,BUDAKA,Stone/Bricks,94689.562790
House Wall Material,BUDAKA,Timber,0.0
House Wall Material,BUDUDA,Iron sheet,816.794040
House Wall Material,BUDUDA,Mud,107967.648710
House Wall Material,BUDUDA,Polythene,145.207840
House Wall Material,BUDUDA,Stone/Bricks,6483.345440
House Wall Material,BUDUDA,Timber,145.207840
House Wall Material,BUGIRI,Iron sheet,8066.604300
House Wall Material,BUGIRI,Mud,112764.000700
House Wall Material,BUGIRI,Polythene,0.0
House Wall Material,BUGIRI,Stone/Bricks,122831.504300
House Wall Material,BUGIRI,Timber,0.0
House Wall Material,BUIKWE,Iron sheet,21368.893600
House Wall Material,BUIKWE,Mud,42161.626500
House Wall Material,BUIKWE,Polythene,2548.744000
House Wall Material,BUIKWE,Stone/Bricks,233488.749800
House Wall Material,BUIKWE,Timber,9814.805500
House Wall Material,BUKEDEA,Iron sheet,7965.339340
House Wall Material,BUKEDEA,Mud,36642.970630
House Wall Material,BUKEDEA,Polythene,0.0
House Wall Material,BUKEDEA,Stone/Bricks,73578.639070
House Wall Material,BUKEDEA,Timber,642.794440
House Wall Material,BUKOMANSIMBI,Iron sheet,2223.884700
House Wall Material,BUKOMANSIMBI,Mud,17750.621960
House Wall Material,BUKOMANSIMBI,Polythene,0.0
House Wall Material,BUKOMANSIMBI,Stone/Bricks,88581.693520
House Wall Material,BUKOMANSIMBI,Timber,351.592600
House Wall Material,BULAMBULI,Iron sheet,0.0
House Wall Material,BULAMBULI,Mud,91190.218740
House Wall Material,BULAMBULI,Polythene,0.0
House Wall Material,BULAMBULI,Stone/Bricks,5938.933550
House Wall Material,BULAMBULI,Timber,0.0
House Wall Material,BULIISA,Iron sheet,9779.850710
House Wall Material,BULIISA,Mud,52280.010950
House Wall Material,BULIISA,Polythene,0.0
House Wall Material,BULIISA,Stone/Bricks,4493.883280
House Wall Material,BULIISA,Timber,0.0
House Wall Material,BUNDIBUGYO,Iron sheet,3042.633990
House Wall Material,BUNDIBUGYO,Mud,104272.099710
House Wall Material,BUNDIBUGYO,Polythene,82.905560
House Wall Material,BUNDIBUGYO,Stone/Bricks,31682.655550
House Wall Material,BUNDIBUGYO,Timber,248.716680
House Wall Material,BUSHENYI,Iron sheet,1803.900050
House Wall Material,BUSHENYI,Mud,78765.963250
House Wall Material,BUSHENYI,Polythene,0.0
House Wall Material,BUSHENYI,Stone/Bricks,45058.311050
House Wall Material,BUSHENYI,Timber,0.0
House Wall Material,BUSIA,Iron sheet,6824.668400
House Wall Material,BUSIA,Mud,140122.547600
House Wall Material,BUSIA,Polythene,0.0
House Wall Material,BUSIA,Stone/Bricks,64737.157500
House Wall Material,BUSIA,Timber,0.0
House Wall Material,BUTALEJA,Iron sheet,10360.782480
House Wall Material,BUTALEJA,Mud,51290.145980
House Wall Material,BUTALEJA,Polythene,0.0
House Wall Material,BUTALEJA,Stone/Bricks,83001.004120
House Wall Material,BUTALEJA,Timber,748.170440
House Wall Material,BUTAMBALA,Iron sheet,2343.962100
House Wall Material,BUTAMBALA,Mud,4989.281840
House Wall Material,BUTAMBALA,Polythene,0.0
House Wall Material,BUTAMBALA,Stone/Bricks,66422.663000
House Wall Material,BUTAMBALA,Timber,0.0
House Wall Material,BUVUMA,Iron sheet,2175.388220
House Wall Material,BUVUMA,Mud,40429.282970
House Wall Material,BUVUMA,Polythene,130.225640
House Wall Material,BUVUMA,Stone/Bricks,9535.239760
